instancia,n,p,v,N,M,mean_chi,se_chi,mean_time,se_time
simples_n1000_p40%_v2.col,1000,40,2,1000,199519,1000.0,0.0,1375.5431877690005,20.73355149955394
simples_n1500_p01%_v1.col,1500,1,1,1500,11366,248.4,1.1224972160321822,74.9246803784,3.7010683608712287
simples_n1500_p01%_v2.col,1500,1,2,1500,11342,248.2,0.3741657386773941,73.291713361,4.757348983419052
simples_n1500_p03%_v1.col,1500,3,1,1500,33773,587.8,0.7348469228349535,196.5893823556,18.037436171230947
simples_n1500_p03%_v2.col,1500,3,2,1500,33497,585.4,1.3638181696985856,166.72070943260002,15.283409407227548
simples_n1500_p05%_v1.col,1500,5,1,1500,56316,898.8,2.107130750570548,890.2721172828,83.68254478417767
simples_n1500_p05%_v2.col,1500,5,2,1500,56011,899.0,1.378404875209022,806.3813392330001,65.94473812739832
simples_n1500_p10%_v1.col,1500,10,1,1500,112217,1500.0,0.0,359.9539044378,0.0788144386347379
simples_n1500_p10%_v2.col,1500,10,2,1500,112691,1500.0,0.0,346.529537196,0.135784215535049
simples_n1500_p20%_v1.col,1500,20,1,1500,224745,1500.0,0.0,1269.8910324714002,48.03589960857086
simples_n1500_p20%_v2.col,1500,20,2,1500,225120,1500.0,0.0,1363.5515189270002,82.33509504471589
simples_n1500_p30%_v1.col,1500,30,1,1500,337438,1500.0,0.0,3152.5072514972003,178.9373830671071
simples_n1500_p30%_v2.col,1500,30,2,1500,337407,1500.0,0.0,3202.9402535275995,137.68418545319483
simples_n1500_p40%_v1.col,1500,40,1,1500,449641,1500.0,0.0,5984.5004225538005,12.84364820632051
simples_n1500_p40%_v2.col,1500,40,2,1500,449668,1500.0,0.0,5646.3563034594,114.39459175836107
simples_n2000_p01%_v1.col,2000,1,1,2000,20148,354.4,0.6782329983125268,129.6613637348,13.290862493784516
simples_n2000_p01%_v2.col,2000,1,2,2000,19958,351.8,1.3190905958272916,128.994595307,17.819692811340193
simples_n2000_p03%_v1.col,2000,3,1,2000,59842,862.8,0.58309518948453,707.353386784,83.49613549984831
simples_n2000_p03%_v2.col,2000,3,2,2000,60488,866.4,0.5099019513592785,875.9222304997999,106.546835905473
simples_n2000_p05%_v1.col,2000,5,1,2000,100255,1377.4,3.4000000000000004,2467.121689364,325.71687525412307
simples_n2000_p05%_v2.col,2000,5,2,2000,100340,1378.2,3.8262252939417984,2408.101613718,187.96753931878328
simples_n2000_p10%_v1.col,2000,10,1,2000,200162,2000.0,0.0,895.8178010708001,18.554959982743025
simples_n2000_p10%_v2.col,2000,10,2,2000,199606,2000.0,0.0,860.3108108974,10.421779024628917
simples_n500_p01%_v1.col,500,1,1,500,1247,76.4,3.82883794381533,15.7076345254,2.8343285919176755
simples_n500_p01%_v2.col,500,1,2,500,1334,80.2,1.9078784028338915,12.8479199684,1.931293477574931
simples_n500_p03%_v1.col,500,3,1,500,3630,136.2,0.4898979485566356,14.163339014600002,0.9797611372157916
simples_n500_p03%_v2.col,500,3,2,500,3730,140.2,0.6633249580710799,12.7223615028,1.2562435550234077
simples_n500_p05%_v1.col,500,5,1,500,6413,211.8,0.7348469228349535,25.6228381294,2.947468713481487
simples_n500_p05%_v2.col,500,5,2,500,6224,207.8,0.58309518948453,27.882549344,2.620664376361871
simples_n500_p10%_v1.col,500,10,1,500,12548,385.6,1.0295630140987,67.04246716,5.889472681314532
simples_n500_p10%_v2.col,500,10,2,500,12537,386.0,1.949358868961793,53.0977864824,5.386874564848459
simples_n500_p20%_v1.col,500,20,1,500,25054,500.0,0.0,68.828927806,0.2242961115389335
simples_n500_p20%_v2.col,500,20,2,500,24765,500.0,0.0,67.46979764300002,1.0537120901922676
simples_n500_p30%_v1.col,500,30,1,500,37350,500.0,0.0,146.7185075888,1.057791386927055
simples_n500_p30%_v2.col,500,30,2,500,37393,500.0,0.0,143.5586309784,0.6081753012339518
simples_n500_p40%_v1.col,500,40,1,500,49424,500.0,0.0,245.0530162292,4.371044483970255
simples_n500_p40%_v2.col,500,40,2,500,50039,500.0,0.0,241.620029891,0.4561311541208621
